symbol,name,master_exchange,sector,industry,price_proxy,previous_close,share_volume,market_cap,one_yr_target,url,json_path,barchart_url,barchart_fetch_ok,barchart_fetch_round,barchart_fetch_error,barchart_implied_volatility,barchart_historical_volatility,barchart_iv_percentile,barchart_iv_rank,barchart_iv_high,barchart_iv_low,barchart_expected_move,barchart_missing_fields,stage1_step4_implied_volatility,stage1_step4_min_implied_volatility,stage1_step4_verdict,stage1_step4_fail_reason
CLF,CLEVELAND-CLIFFS INC.,NYSE,Basic Materials,Metal Mining,10.7,10.7,16229406.0,6405756598.0,10.0,https://api.nasdaq.com/api/quote/CLF/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CLF/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CLF/overview,TRUE,0,,65.81,60.53,46.0,38.72,87.72,51.96,,,65.81,75.0,FAIL,implied_volatility_below_75.0
CMBT,CMB.TECH NV,NYSE,Consumer Discretionary,Marine Transportation,17.16,17.16,1646809.0,5324223352.0,16.0,https://api.nasdaq.com/api/quote/CMBT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CMBT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CMBT/overview,TRUE,0,,41.96,39.92,12.0,6.95,125.11,35.75,,,41.96,75.0,FAIL,implied_volatility_below_75.0
CMG,CHIPOTLE MEXICAN GRILL INC,NYSE,Consumer Discretionary,Restaurants,32.8,32.8,18632034.0,42189121260.0,44.0,https://api.nasdaq.com/api/quote/CMG/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CMG/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CMG/overview,TRUE,0,,37.97,29.82,55.0,37.68,56.7,26.65,,,37.97,75.0,FAIL,implied_volatility_below_75.0
CMS,CMS ENERGY CORP,NYSE,Utilities,Power Generation,73.64,73.64,2154140.0,23023777937.0,82.0,https://api.nasdaq.com/api/quote/CMS/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CMS/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CMS/overview,TRUE,0,,19.29,18.95,33.0,19.11,37.69,14.94,,,19.29,75.0,FAIL,implied_volatility_below_75.0
CNC,CENTENE CORP,NYSE,Health Care,Medical Specialities,57.77,57.77,2917631.0,29203154580.0,55.5,https://api.nasdaq.com/api/quote/CNC/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CNC/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CNC/overview,TRUE,0,,38.45,50.43,9.0,21.92,69.26,29.8,,,38.45,75.0,FAIL,implied_volatility_below_75.0
CNH,CNH Industrial N.V.,NYSE,Industrials,Construction/Ag Equipment/Trucks,10.15,10.15,8424691.0,12535899929.0,12.0,https://api.nasdaq.com/api/quote/CNH/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CNH/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CNH/overview,TRUE,0,,39.58,39.96,39.0,19.69,96.61,25.6,,,39.58,75.0,FAIL,implied_volatility_below_75.0
CNK,"Cinemark Holdings, Inc.",NYSE,Consumer Discretionary,Movies/Entertainment,26.6,26.6,2247399.0,3086700470.0,36.0,https://api.nasdaq.com/api/quote/CNK/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CNK/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CNK/overview,TRUE,0,,37.16,31.26,30.0,31.63,63.05,25.17,,,37.16,75.0,FAIL,implied_volatility_below_75.0
CNM,"Core & Main, Inc.",NYSE,Consumer Discretionary,Durable Goods,47.16,47.16,1342153.0,9193539606.0,62.5,https://api.nasdaq.com/api/quote/CNM/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CNM/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CNM/overview,TRUE,0,,50.87,33.42,92.0,80.37,57.33,24.39,,,50.87,75.0,FAIL,implied_volatility_below_75.0
CNP,CENTERPOINT ENERGY INC,NYSE,Utilities,Electric Utilities: Central,42.47,42.47,4955621.0,28018078828.0,47.0,https://api.nasdaq.com/api/quote/CNP/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CNP/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CNP/overview,TRUE,0,,19.18,19.7,20.0,29.6,27.31,15.77,,,19.18,75.0,FAIL,implied_volatility_below_75.0
CNQ,CANADIAN NATURAL RESOURCES LTD,NYSE,Energy,Oil & Gas Production,48.69,48.69,7172261.0,101399098920.0,51.6,https://api.nasdaq.com/api/quote/CNQ/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CNQ/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CNQ/overview,TRUE,0,,33.01,35.66,62.0,37.56,54.62,20.02,,,33.01,75.0,FAIL,implied_volatility_below_75.0
CNX,CNX Resources Corp,NYSE,Energy,Oil & Gas Production,35.55,35.55,1002097.0,4995573844.0,38.0,https://api.nasdaq.com/api/quote/CNX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CNX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CNX/overview,TRUE,0,,34.98,26.92,57.0,46.79,48.31,23.25,,,34.98,75.0,FAIL,implied_volatility_below_75.0
COLD,AMERICOLD REALTY TRUST,NYSE,Real Estate,Real Estate Investment Trusts,14.44,14.44,3712582.0,4225382630.0,15.0,https://api.nasdaq.com/api/quote/COLD/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/COLD/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/COLD/overview,TRUE,0,,49.54,61.24,77.0,71.15,59.05,26.1,,,49.54,75.0,FAIL,implied_volatility_below_75.0
CPNG,"Coupang, Inc.",NYSE,Consumer Discretionary,Catalog/Specialty Distribution,15.73,15.73,16372274.0,28936434920.0,28.0,https://api.nasdaq.com/api/quote/CPNG/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CPNG/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CPNG/overview,TRUE,0,,48.4,55.85,71.0,52.57,74.29,19.71,,,48.4,75.0,FAIL,implied_volatility_below_75.0
CPRI,Capri Holdings Ltd,NYSE,Consumer Discretionary,Apparel,18.38,18.38,2465338.0,2202111265.0,24.0,https://api.nasdaq.com/api/quote/CPRI/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CPRI/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CPRI/overview,TRUE,0,,73.37,38.45,96.0,84.36,79.29,41.46,,,73.37,75.0,FAIL,implied_volatility_below_75.0
CRBG,"Corebridge Financial, Inc.",NYSE,Finance,Life Insurance,27.65,27.65,5740011.0,12669776777.0,35.0,https://api.nasdaq.com/api/quote/CRBG/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CRBG/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CRBG/overview,TRUE,0,,39.69,33.49,78.0,47.6,54.58,26.18,,,39.69,75.0,FAIL,implied_volatility_below_75.0
CRGY,Crescent Energy Co,NYSE,Energy,Oil & Gas Production,13.1,13.1,6512950.0,4359321490.0,18.0,https://api.nasdaq.com/api/quote/CRGY/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CRGY/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CRGY/overview,TRUE,0,,51.72,43.88,29.0,40.31,74.81,36.12,,,51.72,75.0,FAIL,implied_volatility_below_75.0
CRK,COMSTOCK RESOURCES INC,NYSE,Energy,Oil & Gas Production,14.11,14.11,3409030.0,4094119898.0,19.0,https://api.nasdaq.com/api/quote/CRK/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CRK/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CRK/overview,TRUE,0,,59.15,60.82,49.0,45.19,71.03,49.35,,,59.15,75.0,FAIL,implied_volatility_below_75.0
CSTM,CONSTELLIUM SE,NYSE,Industrials,Metal Fabrications,32.04,32.04,3138873.0,4525640958.0,38.0,https://api.nasdaq.com/api/quote/CSTM/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CSTM/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CSTM/overview,TRUE,0,,52.94,43.63,52.0,36.75,76.38,39.32,,,52.94,75.0,FAIL,implied_volatility_below_75.0
CTRE,"CareTrust REIT, Inc.",NYSE,Real Estate,Real Estate Investment Trusts,41.01,41.01,1714078.0,9718923268.0,42.5,https://api.nasdaq.com/api/quote/CTRE/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CTRE/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CTRE/overview,TRUE,0,,25.04,28.75,33.0,16.58,47.61,20.55,,,25.04,75.0,FAIL,implied_volatility_below_75.0
CTRI,"Centuri Holdings, Inc.",NYSE,Utilities,Oil & Gas Production,30.18,30.18,1099029.0,3048226792.0,36.0,https://api.nasdaq.com/api/quote/CTRI/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CTRI/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CTRI/overview,TRUE,0,,66.42,76.99,80.0,50.99,93.71,38.02,,,66.42,75.0,FAIL,implied_volatility_below_75.0
CUBE,CubeSmart,NYSE,Real Estate,Real Estate Investment Trusts,40.11,40.11,1364626.0,9072394154.0,42.5,https://api.nasdaq.com/api/quote/CUBE/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CUBE/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CUBE/overview,TRUE,0,,23.93,23.64,15.0,28.36,37.56,18.54,,,23.93,75.0,FAIL,implied_volatility_below_75.0
CUZ,COUSINS PROPERTIES INC,NYSE,Real Estate,Real Estate Investment Trusts,26.42,26.42,1260637.0,4360318825.0,28.0,https://api.nasdaq.com/api/quote/CUZ/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CUZ/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CUZ/overview,TRUE,0,,95.86,23.53,61.0,47.84,168.16,29.57,,,95.86,75.0,PASS,
CVE,CENOVUS ENERGY INC.,NYSE,Energy,Oil & Gas Production,30.3,30.3,7378280.0,56343750000.0,32.12,https://api.nasdaq.com/api/quote/CVE/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CVE/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CVE/overview,TRUE,0,,41.95,37.86,83.0,70.79,48.44,26.24,,,41.95,75.0,FAIL,implied_volatility_below_75.0
CVNA,CARVANA CO.,NYSE,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,64.39,64.39,9368571.0,74891944327.0,94.0,https://api.nasdaq.com/api/quote/CVNA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CVNA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CVNA/overview,TRUE,0,,68.01,51.36,57.0,40.11,102.56,44.86,,,68.01,75.0,FAIL,implied_volatility_below_75.0
CWAN,"Clearwater Analytics Holdings, Inc.",NYSE,Technology,Computer Software: Prepackaged Software,24.36,24.36,1318554.0,7259235237.0,24.55,https://api.nasdaq.com/api/quote/CWAN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CWAN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CWAN/overview,TRUE,0,,42.27,2.29,35.0,19.46,164.08,12.85,,,42.27,75.0,FAIL,implied_volatility_below_75.0
CWK,Cushman & Wakefield Ltd.,NYSE,Finance,Real Estate,12.82,12.82,1294507.0,3020133509.0,18.5,https://api.nasdaq.com/api/quote/CWK/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CWK/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CWK/overview,TRUE,0,,48.93,36.67,32.0,27.25,92.52,32.6,,,48.93,75.0,FAIL,implied_volatility_below_75.0
CX,CEMEX SAB DE CV,NYSE,Industrials,Building Materials,12.59,12.59,5796215.0,19039906404.0,14.62,https://api.nasdaq.com/api/quote/CX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CX/overview,TRUE,0,,48.03,42.15,84.0,40.35,75.78,29.26,,,48.03,75.0,FAIL,implied_volatility_below_75.0
D,"DOMINION ENERGY, INC",NYSE,Utilities,Electric Utilities: Central,68.29,68.29,6459933.0,59512747121.0,67.0,https://api.nasdaq.com/api/quote/D/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/D/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/D/overview,TRUE,0,,21.69,32.7,55.0,53.74,25.89,16.8,,,21.69,75.0,FAIL,implied_volatility_below_75.0
DAR,DARLING INGREDIENTS INC.,NYSE,Consumer Staples,Packaged Foods,57.86,57.86,1965398.0,9313143472.0,77.0,https://api.nasdaq.com/api/quote/DAR/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DAR/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DAR/overview,TRUE,0,,41.57,29.44,22.0,16.49,70.77,35.8,,,41.57,75.0,FAIL,implied_volatility_below_75.0
DB,DEUTSCHE BANK AKTIENGESELLSCHAFT,NYSE,Finance,Major Banks,32.9,32.9,2051353.0,61013802000.0,44.0,https://api.nasdaq.com/api/quote/DB/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DB/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DB/overview,TRUE,0,,39.99,34.77,79.0,42.62,57.23,27.18,,,39.99,75.0,FAIL,implied_volatility_below_75.0
DBRG,"DigitalBridge Group, Inc.",NYSE,Real Estate,Real Estate Investment Trusts,15.7,15.7,1313047.0,2865070121.0,16.0,https://api.nasdaq.com/api/quote/DBRG/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DBRG/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DBRG/overview,TRUE,0,,58.45,1.81,53.0,26.44,188.39,11.75,,,58.45,75.0,FAIL,implied_volatility_below_75.0
DD,"DuPont de Nemours, Inc.",NYSE,Industrials,Major Chemicals,47.15,47.15,2276946.0,19725413245.0,56.5,https://api.nasdaq.com/api/quote/DD/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DD/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DD/overview,TRUE,0,,33.73,36.74,59.0,47.39,44.49,24.03,,,33.73,75.0,FAIL,implied_volatility_below_75.0
DEI,Douglas Emmett Inc,NYSE,Real Estate,Real Estate Investment Trusts,11.46,11.46,1581979.0,1919381160.0,12.5,https://api.nasdaq.com/api/quote/DEI/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DEI/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DEI/overview,TRUE,0,,53.28,33.35,59.0,19.74,157.5,27.64,,,53.28,75.0,FAIL,implied_volatility_below_75.0
DHT,"DHT Holdings, Inc.",NYSE,Consumer Discretionary,Marine Transportation,17.76,17.76,2404221.0,2798903651.0,20.0,https://api.nasdaq.com/api/quote/DHT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DHT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DHT/overview,TRUE,0,,46.95,32.78,78.0,61.0,59.81,26.82,,,46.95,75.0,FAIL,implied_volatility_below_75.0
DINO,HF Sinclair Corp,NYSE,Energy,Natural Gas Distribution,68.39,68.39,1192019.0,12603055801.0,74.0,https://api.nasdaq.com/api/quote/DINO/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DINO/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DINO/overview,TRUE,0,,46.2,40.04,87.0,74.8,51.68,29.95,,,46.2,75.0,FAIL,implied_volatility_below_75.0
DNOW,DNOW Inc.,NYSE,Consumer Discretionary,Oil and Gas Field Machinery,12.89,12.89,2192458.0,2385876011.0,16.0,https://api.nasdaq.com/api/quote/DNOW/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DNOW/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DNOW/overview,TRUE,0,,45.88,25.19,17.0,10.89,173.3,30.31,,,45.88,75.0,FAIL,implied_volatility_below_75.0
DOC,"HEALTHPEAK PROPERTIES, INC.",NYSE,Real Estate,Real Estate Investment Trusts,19.64,19.64,5630977.0,13602250720.0,20.0,https://api.nasdaq.com/api/quote/DOC/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DOC/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DOC/overview,TRUE,0,,24.57,51.4,17.0,27.93,39.57,18.76,,,24.57,75.0,FAIL,implied_volatility_below_75.0
DOCS,"Doximity, Inc.",NYSE,Technology,EDP Services,19.39,19.39,3475747.0,3646468617.0,24.0,https://api.nasdaq.com/api/quote/DOCS/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DOCS/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DOCS/overview,TRUE,0,,50.17,95.17,35.0,24.77,108.94,30.81,,,50.17,75.0,FAIL,implied_volatility_below_75.0
DOW,DOW INC.,NYSE,Industrials,Major Chemicals,35.91,35.91,9011924.0,25953899182.0,42.0,https://api.nasdaq.com/api/quote/DOW/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DOW/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DOW/overview,TRUE,0,,46.15,50.32,33.0,36.29,64.52,35.69,,,46.15,75.0,FAIL,implied_volatility_below_75.0
DT,"Dynatrace, Inc.",NYSE,Technology,Computer Software: Prepackaged Software,39.15,39.15,4502299.0,12011714957.0,45.0,https://api.nasdaq.com/api/quote/DT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DT/overview,TRUE,0,,47.4,57.3,73.0,47.56,73.35,23.87,,,47.4,75.0,FAIL,implied_volatility_below_75.0
DVN,DEVON ENERGY CORP/DE,NYSE,Energy,Oil & Gas Production,47.11,47.11,9123320.0,29345113977.0,60.5,https://api.nasdaq.com/api/quote/DVN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DVN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DVN/overview,TRUE,0,,41.01,41.81,90.0,74.31,45.83,27.08,,,41.01,75.0,FAIL,implied_volatility_below_75.0
DX,DYNEX CAPITAL INC,NYSE,Real Estate,Real Estate Investment Trusts,12.85,12.85,4838385.0,2736719537.0,14.75,https://api.nasdaq.com/api/quote/DX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/DX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/DX/overview,TRUE,0,,21.11,16.76,21.0,30.86,39.69,12.81,,,21.11,75.0,FAIL,implied_volatility_below_75.0
EC,ECOPETROL S.A.,NYSE,Energy,Oil & Gas Production,13.86,13.86,1800187.0,28473311080.0,13.0,https://api.nasdaq.com/api/quote/EC/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/EC/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/EC/overview,TRUE,0,,55.18,41.62,87.0,42.68,118.7,7.88,,,55.18,75.0,FAIL,implied_volatility_below_75.0
ECVT,Ecovyst Inc.,NYSE,Industrials,Major Chemicals,13.33,13.33,3065903.0,1511552614.0,16.0,https://api.nasdaq.com/api/quote/ECVT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ECVT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ECVT/overview,TRUE,0,,52.2,37.33,15.0,10.84,152.72,39.97,,,52.2,75.0,FAIL,implied_volatility_below_75.0
EDU,New Oriental Education & Technology Group Inc.,NYSE,Real Estate,Other Consumer Services,47.56,47.56,1312192.0,18472842606.0,69.0,https://api.nasdaq.com/api/quote/EDU/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/EDU/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/EDU/overview,TRUE,0,,39.78,39.61,17.0,13.51,64.67,35.89,,,39.78,75.0,FAIL,implied_volatility_below_75.0
EFC,Ellington Financial Inc.,NYSE,Finance,Real Estate,13.57,13.57,1063200.0,1691559988.0,14.75,https://api.nasdaq.com/api/quote/EFC/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/EFC/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/EFC/overview,TRUE,0,,24.31,15.86,6.0,4.67,77.6,21.7,,,24.31,75.0,FAIL,implied_volatility_below_75.0
EIX,EDISON INTERNATIONAL,NYSE,Utilities,Electric Utilities: Central,70.32,70.32,1767719.0,27389632720.0,77.5,https://api.nasdaq.com/api/quote/EIX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/EIX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/EIX/overview,TRUE,0,,30.41,23.7,46.0,28.46,50.1,22.58,,,30.41,75.0,FAIL,implied_volatility_below_75.0
ELAN,Elanco Animal Health Inc,NYSE,Health Care,Biotechnology: Pharmaceutical Preparations,21.32,21.32,5829024.0,10853039439.0,30.0,https://api.nasdaq.com/api/quote/ELAN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ELAN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ELAN/overview,TRUE,0,,43.82,65.41,53.0,31.49,80.06,27.17,,,43.82,75.0,FAIL,implied_volatility_below_75.0
ELF,"e.l.f. Beauty, Inc.",NYSE,Consumer Discretionary,Package Goods/Cosmetics,53.12,53.12,5181908.0,3123863443.0,85.0,https://api.nasdaq.com/api/quote/ELF/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ELF/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ELF/overview,TRUE,0,,62.27,53.13,47.0,36.86,90.19,45.97,,,62.27,75.0,FAIL,implied_volatility_below_75.0
ELS,EQUITY LIFESTYLE PROPERTIES INC,NYSE,Real Estate,Real Estate Investment Trusts,63.06,63.06,1150363.0,12324731493.0,70.0,https://api.nasdaq.com/api/quote/ELS/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ELS/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ELS/overview,TRUE,0,,22.22,17.48,3.0,26.77,50.14,12.01,,,22.22,75.0,FAIL,implied_volatility_below_75.0
EMBJ,EMBRAER S.A.,NYSE,Industrials,Aerospace,56.52,56.52,1459274.0,10404218585.0,80.0,https://api.nasdaq.com/api/quote/EMBJ/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/EMBJ/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/EMBJ/overview,TRUE,0,,44.35,51.59,71.0,62.24,53.0,30.09,,,44.35,75.0,FAIL,implied_volatility_below_75.0
EMN,EASTMAN CHEMICAL CO,NYSE,Industrials,Major Chemicals,73.19,73.19,1246788.0,8475619035.0,82.5,https://api.nasdaq.com/api/quote/EMN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/EMN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/EMN/overview,TRUE,0,,39.92,32.17,59.0,46.45,54.01,27.71,,,39.92,75.0,FAIL,implied_volatility_below_75.0
ENB,ENBRIDGE INC,NYSE,Energy,Natural Gas Distribution,57.79,57.79,4463811.0,126736022058.0,56.22,https://api.nasdaq.com/api/quote/ENB/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ENB/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ENB/overview,TRUE,0,,19.36,19.42,57.0,60.15,22.95,13.95,,,19.36,75.0,FAIL,implied_volatility_below_75.0
ENR,"ENERGIZER HOLDINGS, INC.",NYSE,Miscellaneous,Industrial Machinery/Components,17.3,17.3,1084420.0,1244847957.0,19.0,https://api.nasdaq.com/api/quote/ENR/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ENR/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ENR/overview,TRUE,0,,51.25,54.22,68.0,53.01,69.17,31.04,,,51.25,75.0,FAIL,implied_volatility_below_75.0
EPD,ENTERPRISE PRODUCTS PARTNERS L.P.,NYSE,Utilities,Natural Gas Distribution,39.47,39.47,3564198.0,85740229080.0,41.5,https://api.nasdaq.com/api/quote/EPD/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/EPD/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/EPD/overview,TRUE,0,,19.76,16.99,75.0,75.39,22.81,10.4,,,19.76,75.0,FAIL,implied_volatility_below_75.0
EPRT,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",NYSE,Real Estate,Real Estate Investment Trusts,31.38,31.38,1212428.0,6774985770.0,37.0,https://api.nasdaq.com/api/quote/EPRT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/EPRT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/EPRT/overview,TRUE,0,,24.65,17.08,14.0,20.11,76.46,11.6,,,24.65,75.0,FAIL,implied_volatility_below_75.0
EQH,"Equitable Holdings, Inc.",NYSE,Finance,Specialty Insurers,42.52,42.52,2701707.0,11987095626.0,58.0,https://api.nasdaq.com/api/quote/EQH/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/EQH/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/EQH/overview,TRUE,0,,42.95,36.19,73.0,50.65,59.32,26.15,,,42.95,75.0,FAIL,implied_volatility_below_75.0
EQNR,EQUINOR ASA,NYSE,Energy,Integrated oil Companies,38.67,38.67,2884088.0,97035518674.0,38.0,https://api.nasdaq.com/api/quote/EQNR/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/EQNR/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/EQNR/overview,TRUE,0,,41.01,50.01,80.0,52.93,56.11,24.03,,,41.01,75.0,FAIL,implied_volatility_below_75.0
